source,target,type
db45aa16-0da8-4c30-a6d6-d2ffe8f8719c,d95f9cd5-75bf-45c9-b360-7c3181a3a8e7,ENEMY
c1897cfa-41de-4a88-be0c-a5ba965bf839,5ee4bb0c-e647-48b1-8dca-f173405d0ae8,ALLY
db45aa16-0da8-4c30-a6d6-d2ffe8f8719c,5ee4bb0c-e647-48b1-8dca-f173405d0ae8,ALLY
a0187414-b115-4109-a5d3-5988ea97e340,78e2e32a-cd7e-4297-b596-d2bda0e22025,RELATIVE
e8a83f57-6717-403f-84e9-56ecded817c7,682f57bc-9422-43db-9406-224cda3735fc,ALLY
1f9fc7ec-5861-4133-bc65-8ae5f73542c2,cef01eb5-7abd-4301-9377-57dbf508700c,ALLY
51db3028-6637-42ec-bf24-f249b12a2b40,cef01eb5-7abd-4301-9377-57dbf508700c,ALLY
02d3876c-8ba0-4a7e-b749-be5fa1897169,cef01eb5-7abd-4301-9377-57dbf508700c,ALLY
5e208f97-0faf-4965-9ff0-a301a492473e,cef01eb5-7abd-4301-9377-57dbf508700c,ALLY
48cd33ec-9c69-473d-a1d7-d3b654fd5119,cef01eb5-7abd-4301-9377-57dbf508700c,ALLY
281befb6-2fc6-4664-8af7-426fe519bf14,cef01eb5-7abd-4301-9377-57dbf508700c,ENEMY
d4817141-b660-4e4b-881f-7db1d7b6951a,cef01eb5-7abd-4301-9377-57dbf508700c,ENEMY
f28d4a08-d9a0-4f6c-91c7-cc4acc346cd4,cef01eb5-7abd-4301-9377-57dbf508700c,ENEMY
02d3876c-8ba0-4a7e-b749-be5fa1897169,cef01eb5-7abd-4301-9377-57dbf508700c,RELATIVE
d4817141-b660-4e4b-881f-7db1d7b6951a,db31f453-7d0e-41c0-81d1-aac6ed086aa9,ENEMY
c485aa0d-c65f-41b3-a4d2-1af3ed217e22,a8521022-a926-4e58-95dd-ecc26def8ee8,ALLY
c1897cfa-41de-4a88-be0c-a5ba965bf839,a8521022-a926-4e58-95dd-ecc26def8ee8,ALLY
e00d3f7f-dd3e-48f3-975d-c0f1ce7ab615,7edc8835-749b-4838-b81b-d42ea94cd7d0,ENEMY
a0187414-b115-4109-a5d3-5988ea97e340,7edc8835-749b-4838-b81b-d42ea94cd7d0,RELATIVE
1add487d-d6ab-43dc-8d84-bf76cfcfcfb9,246ee50b-2b04-48c4-87f4-9e6f24c0c389,ALLY
6d30c907-82c7-45a7-a56b-4f091f6aa7e9,246ee50b-2b04-48c4-87f4-9e6f24c0c389,ALLY
c6c96262-9695-4e29-9e39-8870b5c6d373,246ee50b-2b04-48c4-87f4-9e6f24c0c389,RELATIVE
1add487d-d6ab-43dc-8d84-bf76cfcfcfb9,2a19068f-cabc-4922-8004-1f1cb2c945a1,ALLY
a0187414-b115-4109-a5d3-5988ea97e340,2a19068f-cabc-4922-8004-1f1cb2c945a1,RELATIVE
ba543e8b-caf4-45d3-a268-82df57db03dd,23df9564-6955-40cb-8779-a7ab01853ae2,ALLY
4d7a7eee-5da7-4d4e-9dc2-d8dca18da46b,23df9564-6955-40cb-8779-a7ab01853ae2,ALLY
c6c96262-9695-4e29-9e39-8870b5c6d373,23df9564-6955-40cb-8779-a7ab01853ae2,ENEMY
eadd8f5e-399a-4aad-8d6b-02eb641dea64,23df9564-6955-40cb-8779-a7ab01853ae2,ENEMY
5adb38ae-41fc-420a-b555-f446669401c8,23df9564-6955-40cb-8779-a7ab01853ae2,ENEMY
c1897cfa-41de-4a88-be0c-a5ba965bf839,23df9564-6955-40cb-8779-a7ab01853ae2,ENEMY
920ee492-02a7-48ad-b5e4-3f8b76071e78,23df9564-6955-40cb-8779-a7ab01853ae2,ENEMY
1f9fc7ec-5861-4133-bc65-8ae5f73542c2,23df9564-6955-40cb-8779-a7ab01853ae2,ENEMY
50a78f57-d806-4479-9871-d616cf1a5f3d,23df9564-6955-40cb-8779-a7ab01853ae2,ENEMY
c52f0d2e-c478-4307-8f71-3f6d751f6b4e,23df9564-6955-40cb-8779-a7ab01853ae2,ENEMY
f28d4a08-d9a0-4f6c-91c7-cc4acc346cd4,23df9564-6955-40cb-8779-a7ab01853ae2,ENEMY
5adb38ae-41fc-420a-b555-f446669401c8,23df9564-6955-40cb-8779-a7ab01853ae2,RELATIVE
23df9564-6955-40cb-8779-a7ab01853ae2,7613b9ae-52d3-40de-8861-81df6d7111ce,ALLY
e8a83f57-6717-403f-84e9-56ecded817c7,7613b9ae-52d3-40de-8861-81df6d7111ce,ALLY
eadd8f5e-399a-4aad-8d6b-02eb641dea64,c6c96262-9695-4e29-9e39-8870b5c6d373,ALLY
246ee50b-2b04-48c4-87f4-9e6f24c0c389,c6c96262-9695-4e29-9e39-8870b5c6d373,ALLY
51b6a301-e57c-48fb-950b-f37e3f19ecda,c6c96262-9695-4e29-9e39-8870b5c6d373,ALLY
d4817141-b660-4e4b-881f-7db1d7b6951a,c6c96262-9695-4e29-9e39-8870b5c6d373,ENEMY
9511b338-9f11-4c78-99b2-ea49a41b15a6,c6c96262-9695-4e29-9e39-8870b5c6d373,ENEMY
941ea176-df1b-4d28-beb3-4af8094ad2de,c6c96262-9695-4e29-9e39-8870b5c6d373,ENEMY
246ee50b-2b04-48c4-87f4-9e6f24c0c389,c6c96262-9695-4e29-9e39-8870b5c6d373,RELATIVE
4d7a7eee-5da7-4d4e-9dc2-d8dca18da46b,f4a95cc5-a812-468a-8d61-c999405677be,ALLY
cbe82e9f-ab46-4351-b3ed-b83bb9474c45,f4a95cc5-a812-468a-8d61-c999405677be,ALLY
ba543e8b-caf4-45d3-a268-82df57db03dd,f4a95cc5-a812-468a-8d61-c999405677be,ENEMY
5e208f97-0faf-4965-9ff0-a301a492473e,90b5dc02-8256-40a5-bb89-8fd303648011,ALLY
7831b6c7-8184-49d1-b05d-67a741c7f75b,c4fb1921-fe8a-41dc-864b-b81f5b28e25b,ALLY
54ef7a3c-cc94-46a3-a575-b90e45ccdc31,c4fb1921-fe8a-41dc-864b-b81f5b28e25b,ENEMY
c4fb1921-fe8a-41dc-864b-b81f5b28e25b,7831b6c7-8184-49d1-b05d-67a741c7f75b,ALLY
54ef7a3c-cc94-46a3-a575-b90e45ccdc31,7831b6c7-8184-49d1-b05d-67a741c7f75b,ENEMY
84e21ea4-8f4e-404b-8be2-d4742cf14100,c2a4c066-c10b-4730-9e6a-e8b6427260d5,ALLY
69dde144-9ca7-485e-a825-cf0376c03ee1,c2a4c066-c10b-4730-9e6a-e8b6427260d5,ALLY
7612cca2-e740-4606-a823-a6ae7a699e22,c2a4c066-c10b-4730-9e6a-e8b6427260d5,ALLY
54ef7a3c-cc94-46a3-a575-b90e45ccdc31,c2a4c066-c10b-4730-9e6a-e8b6427260d5,ENEMY
36d64e25-fb8b-4307-94c2-7f44b27a24e2,c2a4c066-c10b-4730-9e6a-e8b6427260d5,ENEMY
51db3028-6637-42ec-bf24-f249b12a2b40,1f9fc7ec-5861-4133-bc65-8ae5f73542c2,ALLY
a0a7452d-e210-49e2-a195-1332e0a140a7,1f9fc7ec-5861-4133-bc65-8ae5f73542c2,ENEMY
281befb6-2fc6-4664-8af7-426fe519bf14,1f9fc7ec-5861-4133-bc65-8ae5f73542c2,ENEMY
48cd33ec-9c69-473d-a1d7-d3b654fd5119,1f9fc7ec-5861-4133-bc65-8ae5f73542c2,ENEMY
281befb6-2fc6-4664-8af7-426fe519bf14,1f9fc7ec-5861-4133-bc65-8ae5f73542c2,RELATIVE
1add487d-d6ab-43dc-8d84-bf76cfcfcfb9,74128e40-1bc8-44ab-ac6b-1e12cd431a2e,ALLY
1add487d-d6ab-43dc-8d84-bf76cfcfcfb9,74128e40-1bc8-44ab-ac6b-1e12cd431a2e,RELATIVE
16239a1e-a119-4f7b-9fdb-ee9d1178d779,7fda53b6-048b-4712-b7e7-823dc41867a6,ALLY
48cd33ec-9c69-473d-a1d7-d3b654fd5119,281befb6-2fc6-4664-8af7-426fe519bf14,ALLY
eadd8f5e-399a-4aad-8d6b-02eb641dea64,281befb6-2fc6-4664-8af7-426fe519bf14,ALLY
682f57bc-9422-43db-9406-224cda3735fc,281befb6-2fc6-4664-8af7-426fe519bf14,ALLY
ba543e8b-caf4-45d3-a268-82df57db03dd,281befb6-2fc6-4664-8af7-426fe519bf14,ALLY
1f9fc7ec-5861-4133-bc65-8ae5f73542c2,281befb6-2fc6-4664-8af7-426fe519bf14,ENEMY
bcb5832b-d2f2-4ef3-9f64-11f99a13bde9,281befb6-2fc6-4664-8af7-426fe519bf14,ENEMY
1f9fc7ec-5861-4133-bc65-8ae5f73542c2,281befb6-2fc6-4664-8af7-426fe519bf14,RELATIVE
04290c46-731d-4afb-ba0c-aa5cf5ed2be5,5c0891e5-c8e2-4a20-90c5-f21ace376001,ENEMY
7fda53b6-048b-4712-b7e7-823dc41867a6,5c0891e5-c8e2-4a20-90c5-f21ace376001,ENEMY
90b5dc02-8256-40a5-bb89-8fd303648011,5c0891e5-c8e2-4a20-90c5-f21ace376001,ENEMY
22cb1883-a5d6-470f-91b0-73008fa18fe1,5c0891e5-c8e2-4a20-90c5-f21ace376001,ENEMY
16239a1e-a119-4f7b-9fdb-ee9d1178d779,5c0891e5-c8e2-4a20-90c5-f21ace376001,ENEMY
db45aa16-0da8-4c30-a6d6-d2ffe8f8719c,5c0891e5-c8e2-4a20-90c5-f21ace376001,ENEMY
43ebaa36-b8bf-4f84-9e37-c42377489522,5c0891e5-c8e2-4a20-90c5-f21ace376001,ENEMY
50a78f57-d806-4479-9871-d616cf1a5f3d,b11ae496-02aa-42a9-b9d8-09f47eda2dea,ALLY
c1897cfa-41de-4a88-be0c-a5ba965bf839,b11ae496-02aa-42a9-b9d8-09f47eda2dea,ALLY
920ee492-02a7-48ad-b5e4-3f8b76071e78,b11ae496-02aa-42a9-b9d8-09f47eda2dea,ALLY
5adb38ae-41fc-420a-b555-f446669401c8,b11ae496-02aa-42a9-b9d8-09f47eda2dea,ALLY
a0c2db0e-f565-4953-969e-ca11493c92d8,b11ae496-02aa-42a9-b9d8-09f47eda2dea,ALLY
c1897cfa-41de-4a88-be0c-a5ba965bf839,b11ae496-02aa-42a9-b9d8-09f47eda2dea,RELATIVE
5adb38ae-41fc-420a-b555-f446669401c8,b11ae496-02aa-42a9-b9d8-09f47eda2dea,RELATIVE
50a78f57-d806-4479-9871-d616cf1a5f3d,b11ae496-02aa-42a9-b9d8-09f47eda2dea,RELATIVE
5adb38ae-41fc-420a-b555-f446669401c8,920ee492-02a7-48ad-b5e4-3f8b76071e78,ALLY
cef01eb5-7abd-4301-9377-57dbf508700c,920ee492-02a7-48ad-b5e4-3f8b76071e78,ALLY
50a78f57-d806-4479-9871-d616cf1a5f3d,920ee492-02a7-48ad-b5e4-3f8b76071e78,ALLY
a0c2db0e-f565-4953-969e-ca11493c92d8,920ee492-02a7-48ad-b5e4-3f8b76071e78,ALLY
4d7a7eee-5da7-4d4e-9dc2-d8dca18da46b,920ee492-02a7-48ad-b5e4-3f8b76071e78,ALLY
c1897cfa-41de-4a88-be0c-a5ba965bf839,920ee492-02a7-48ad-b5e4-3f8b76071e78,ALLY
263a1e51-326b-45f7-91b4-298acbaa6291,920ee492-02a7-48ad-b5e4-3f8b76071e78,ALLY
f28d4a08-d9a0-4f6c-91c7-cc4acc346cd4,4065d1f2-0652-4978-a6d0-17c4c5461f90,ENEMY
c6c96262-9695-4e29-9e39-8870b5c6d373,8216ce1c-0dde-474c-9c1a-57201939078c,ENEMY
1add487d-d6ab-43dc-8d84-bf76cfcfcfb9,8216ce1c-0dde-474c-9c1a-57201939078c,ENEMY
4d7a7eee-5da7-4d4e-9dc2-d8dca18da46b,8216ce1c-0dde-474c-9c1a-57201939078c,ENEMY
4d7a7eee-5da7-4d4e-9dc2-d8dca18da46b,8216ce1c-0dde-474c-9c1a-57201939078c,RELATIVE
c6c96262-9695-4e29-9e39-8870b5c6d373,9511b338-9f11-4c78-99b2-ea49a41b15a6,ALLY
d4817141-b660-4e4b-881f-7db1d7b6951a,51b6a301-e57c-48fb-950b-f37e3f19ecda,ENEMY
c485aa0d-c65f-41b3-a4d2-1af3ed217e22,1091571f-9fcc-4b0c-b756-f87d3b67c591,ALLY
84e21ea4-8f4e-404b-8be2-d4742cf14100,7612cca2-e740-4606-a823-a6ae7a699e22,ALLY
51b6a301-e57c-48fb-950b-f37e3f19ecda,7612cca2-e740-4606-a823-a6ae7a699e22,ALLY
b1fa175b-5425-4b12-9a39-e6adff1fd0a9,7612cca2-e740-4606-a823-a6ae7a699e22,ALLY
1f9fc7ec-5861-4133-bc65-8ae5f73542c2,c485aa0d-c65f-41b3-a4d2-1af3ed217e22,ALLY
51db3028-6637-42ec-bf24-f249b12a2b40,c485aa0d-c65f-41b3-a4d2-1af3ed217e22,ALLY
281befb6-2fc6-4664-8af7-426fe519bf14,c485aa0d-c65f-41b3-a4d2-1af3ed217e22,ENEMY
51db3028-6637-42ec-bf24-f249b12a2b40,c485aa0d-c65f-41b3-a4d2-1af3ed217e22,RELATIVE
8a0544d0-b263-4db9-9662-9d9da38afde0,a0187414-b115-4109-a5d3-5988ea97e340,ALLY
1add487d-d6ab-43dc-8d84-bf76cfcfcfb9,85f1a87c-916c-40e6-9941-9cee35e33ed1,RELATIVE
682f57bc-9422-43db-9406-224cda3735fc,a0c2db0e-f565-4953-969e-ca11493c92d8,ALLY
0d4673bd-843e-4ef6-91c3-6e46c8b506df,a0c2db0e-f565-4953-969e-ca11493c92d8,ALLY
37c44eeb-b928-48aa-8453-8fba30c4248d,a59ea005-2e3a-4dd2-ba63-7ba24b1d2d74,ENEMY
cbe82e9f-ab46-4351-b3ed-b83bb9474c45,79444afc-74d2-4149-8bc7-4608ca46b220,ALLY
c485aa0d-c65f-41b3-a4d2-1af3ed217e22,79444afc-74d2-4149-8bc7-4608ca46b220,ALLY
cef01eb5-7abd-4301-9377-57dbf508700c,79444afc-74d2-4149-8bc7-4608ca46b220,ALLY
c485aa0d-c65f-41b3-a4d2-1af3ed217e22,e0b5cd04-9573-4c02-83dd-2ad1df8c68ac,ALLY
4d7a7eee-5da7-4d4e-9dc2-d8dca18da46b,e0b5cd04-9573-4c02-83dd-2ad1df8c68ac,ALLY
8216ce1c-0dde-474c-9c1a-57201939078c,e0b5cd04-9573-4c02-83dd-2ad1df8c68ac,ALLY
8216ce1c-0dde-474c-9c1a-57201939078c,e0b5cd04-9573-4c02-83dd-2ad1df8c68ac,RELATIVE
e8a83f57-6717-403f-84e9-56ecded817c7,e0b5cd04-9573-4c02-83dd-2ad1df8c68ac,RELATIVE
4d7a7eee-5da7-4d4e-9dc2-d8dca18da46b,e0b5cd04-9573-4c02-83dd-2ad1df8c68ac,RELATIVE
0d4673bd-843e-4ef6-91c3-6e46c8b506df,e0b5cd04-9573-4c02-83dd-2ad1df8c68ac,RELATIVE
8216ce1c-0dde-474c-9c1a-57201939078c,4d7a7eee-5da7-4d4e-9dc2-d8dca18da46b,ALLY
8216ce1c-0dde-474c-9c1a-57201939078c,4d7a7eee-5da7-4d4e-9dc2-d8dca18da46b,RELATIVE
b1fa175b-5425-4b12-9a39-e6adff1fd0a9,b6cbea72-81dd-4fc1-bbe5-ddea43f0c7ef,ENEMY
8a0544d0-b263-4db9-9662-9d9da38afde0,b6cbea72-81dd-4fc1-bbe5-ddea43f0c7ef,ENEMY
69dde144-9ca7-485e-a825-cf0376c03ee1,b6cbea72-81dd-4fc1-bbe5-ddea43f0c7ef,ENEMY
5c0891e5-c8e2-4a20-90c5-f21ace376001,16239a1e-a119-4f7b-9fdb-ee9d1178d779,ALLY
7fda53b6-048b-4712-b7e7-823dc41867a6,16239a1e-a119-4f7b-9fdb-ee9d1178d779,ALLY
90b5dc02-8256-40a5-bb89-8fd303648011,16239a1e-a119-4f7b-9fdb-ee9d1178d779,ALLY
281befb6-2fc6-4664-8af7-426fe519bf14,e40ace11-ae6c-40fc-ae42-7c22877903f1,RELATIVE
1f9fc7ec-5861-4133-bc65-8ae5f73542c2,e40ace11-ae6c-40fc-ae42-7c22877903f1,RELATIVE
69dde144-9ca7-485e-a825-cf0376c03ee1,355d744a-8094-4544-a9e0-dcf1d3994a87,ENEMY
54ef7a3c-cc94-46a3-a575-b90e45ccdc31,355d744a-8094-4544-a9e0-dcf1d3994a87,ENEMY
c52f0d2e-c478-4307-8f71-3f6d751f6b4e,355d744a-8094-4544-a9e0-dcf1d3994a87,ENEMY
54ef7a3c-cc94-46a3-a575-b90e45ccdc31,567ce31c-8848-4974-87e8-ecff9b649371,ALLY
cbe82e9f-ab46-4351-b3ed-b83bb9474c45,ba543e8b-caf4-45d3-a268-82df57db03dd,ENEMY
c1897cfa-41de-4a88-be0c-a5ba965bf839,7aaa9927-0115-4684-aaa7-a456f8e42c37,ENEMY
5c0891e5-c8e2-4a20-90c5-f21ace376001,7aaa9927-0115-4684-aaa7-a456f8e42c37,ALLY
4d7a7eee-5da7-4d4e-9dc2-d8dca18da46b,2eefd786-9146-49ce-86b5-01952822ff52,ENEMY
318b6946-121a-4329-988b-18ef416240cd,2eefd786-9146-49ce-86b5-01952822ff52,ENEMY
1f9fc7ec-5861-4133-bc65-8ae5f73542c2,a0a7452d-e210-49e2-a195-1332e0a140a7,ENEMY
a0187414-b115-4109-a5d3-5988ea97e340,514c8ee1-2f9f-43f3-b77f-ee33e45a4274,ENEMY
246ee50b-2b04-48c4-87f4-9e6f24c0c389,c9238bda-687a-4cef-94d4-5c7fbdc4789a,ALLY
6d30c907-82c7-45a7-a56b-4f091f6aa7e9,c9238bda-687a-4cef-94d4-5c7fbdc4789a,ALLY
1add487d-d6ab-43dc-8d84-bf76cfcfcfb9,c9238bda-687a-4cef-94d4-5c7fbdc4789a,ALLY
8216ce1c-0dde-474c-9c1a-57201939078c,c9238bda-687a-4cef-94d4-5c7fbdc4789a,ENEMY
e00d3f7f-dd3e-48f3-975d-c0f1ce7ab615,c9238bda-687a-4cef-94d4-5c7fbdc4789a,ENEMY
cbe82e9f-ab46-4351-b3ed-b83bb9474c45,5e6cd684-4d14-430f-a880-47fe6226ef43,ALLY
ba543e8b-caf4-45d3-a268-82df57db03dd,5e6cd684-4d14-430f-a880-47fe6226ef43,ENEMY
c6c96262-9695-4e29-9e39-8870b5c6d373,941ea176-df1b-4d28-beb3-4af8094ad2de,ENEMY
cbe82e9f-ab46-4351-b3ed-b83bb9474c45,e1178968-bf0b-4477-9cb7-a92bbb13a234,ALLY
1f9fc7ec-5861-4133-bc65-8ae5f73542c2,37c44eeb-b928-48aa-8453-8fba30c4248d,ENEMY
5adb38ae-41fc-420a-b555-f446669401c8,37c44eeb-b928-48aa-8453-8fba30c4248d,ENEMY
bcb5832b-d2f2-4ef3-9f64-11f99a13bde9,37c44eeb-b928-48aa-8453-8fba30c4248d,ENEMY
7fda53b6-048b-4712-b7e7-823dc41867a6,e846ab1b-de81-4c06-9cdf-c452d35ca0d8,RELATIVE
db45aa16-0da8-4c30-a6d6-d2ffe8f8719c,e846ab1b-de81-4c06-9cdf-c452d35ca0d8,ENEMY
c485aa0d-c65f-41b3-a4d2-1af3ed217e22,36c8f4fb-612c-41e7-9565-3b47009f77e7,ALLY
51db3028-6637-42ec-bf24-f249b12a2b40,36c8f4fb-612c-41e7-9565-3b47009f77e7,ALLY
4d7a7eee-5da7-4d4e-9dc2-d8dca18da46b,36c8f4fb-612c-41e7-9565-3b47009f77e7,ALLY
4d7a7eee-5da7-4d4e-9dc2-d8dca18da46b,36c8f4fb-612c-41e7-9565-3b47009f77e7,RELATIVE
8216ce1c-0dde-474c-9c1a-57201939078c,36c8f4fb-612c-41e7-9565-3b47009f77e7,RELATIVE
4d7a7eee-5da7-4d4e-9dc2-d8dca18da46b,8590a607-0702-4b60-b4a6-de178effbe6d,ALLY
48cd33ec-9c69-473d-a1d7-d3b654fd5119,8590a607-0702-4b60-b4a6-de178effbe6d,ALLY
cbe82e9f-ab46-4351-b3ed-b83bb9474c45,be28ee6f-7cb3-4c61-8d26-9a49a24214c3,ALLY
6d30c907-82c7-45a7-a56b-4f091f6aa7e9,be28ee6f-7cb3-4c61-8d26-9a49a24214c3,ENEMY
246ee50b-2b04-48c4-87f4-9e6f24c0c389,e00d3f7f-dd3e-48f3-975d-c0f1ce7ab615,ENEMY
04290c46-731d-4afb-ba0c-aa5cf5ed2be5,0d4673bd-843e-4ef6-91c3-6e46c8b506df,ALLY
84888a4c-38a6-4c15-9ae5-e807934bf0a1,0d4673bd-843e-4ef6-91c3-6e46c8b506df,ALLY
28015751-dea1-4478-99f1-98d98d721113,0d4673bd-843e-4ef6-91c3-6e46c8b506df,RELATIVE
84888a4c-38a6-4c15-9ae5-e807934bf0a1,0d4673bd-843e-4ef6-91c3-6e46c8b506df,RELATIVE
e8a83f57-6717-403f-84e9-56ecded817c7,0d4673bd-843e-4ef6-91c3-6e46c8b506df,RELATIVE
e8512c52-8f5d-429e-b9d3-80040f2f36df,0d4673bd-843e-4ef6-91c3-6e46c8b506df,RELATIVE
04290c46-731d-4afb-ba0c-aa5cf5ed2be5,0d4673bd-843e-4ef6-91c3-6e46c8b506df,RELATIVE
1f9fc7ec-5861-4133-bc65-8ae5f73542c2,e666034e-43ea-4629-b6f4-f77e27c379b0,ALLY
c1897cfa-41de-4a88-be0c-a5ba965bf839,e8512c52-8f5d-429e-b9d3-80040f2f36df,ENEMY
84888a4c-38a6-4c15-9ae5-e807934bf0a1,e8512c52-8f5d-429e-b9d3-80040f2f36df,ENEMY
a0c2db0e-f565-4953-969e-ca11493c92d8,e8512c52-8f5d-429e-b9d3-80040f2f36df,ENEMY
e8a83f57-6717-403f-84e9-56ecded817c7,e8512c52-8f5d-429e-b9d3-80040f2f36df,ENEMY
0d4673bd-843e-4ef6-91c3-6e46c8b506df,e8512c52-8f5d-429e-b9d3-80040f2f36df,ENEMY
04290c46-731d-4afb-ba0c-aa5cf5ed2be5,e8512c52-8f5d-429e-b9d3-80040f2f36df,ENEMY
e8a83f57-6717-403f-84e9-56ecded817c7,e8512c52-8f5d-429e-b9d3-80040f2f36df,RELATIVE
84888a4c-38a6-4c15-9ae5-e807934bf0a1,e8512c52-8f5d-429e-b9d3-80040f2f36df,RELATIVE
04290c46-731d-4afb-ba0c-aa5cf5ed2be5,e8512c52-8f5d-429e-b9d3-80040f2f36df,RELATIVE
0d4673bd-843e-4ef6-91c3-6e46c8b506df,e8512c52-8f5d-429e-b9d3-80040f2f36df,RELATIVE
28015751-dea1-4478-99f1-98d98d721113,e8512c52-8f5d-429e-b9d3-80040f2f36df,RELATIVE
ac75b839-5c59-47f5-a75d-313b87c61925,69450170-f0e0-4d86-8484-268536b32925,ALLY
1b838aa2-c05e-4a85-aaed-b5ffda25cdb5,69450170-f0e0-4d86-8484-268536b32925,ALLY
54a64fdf-6d5b-4c0b-b51b-b23407df8652,69450170-f0e0-4d86-8484-268536b32925,ALLY
54ef7a3c-cc94-46a3-a575-b90e45ccdc31,ecc9af89-d8fb-45d6-afde-2a14784d0f69,ENEMY
28015751-dea1-4478-99f1-98d98d721113,d80f6cd5-5a6a-489d-b327-c729f310833b,ENEMY
5e208f97-0faf-4965-9ff0-a301a492473e,d80f6cd5-5a6a-489d-b327-c729f310833b,ENEMY
90b5dc02-8256-40a5-bb89-8fd303648011,5e208f97-0faf-4965-9ff0-a301a492473e,ALLY
22cb1883-a5d6-470f-91b0-73008fa18fe1,5e208f97-0faf-4965-9ff0-a301a492473e,ALLY
cef01eb5-7abd-4301-9377-57dbf508700c,eb8d74ab-c2b0-4ae8-a395-a172037b9388,ENEMY
c1897cfa-41de-4a88-be0c-a5ba965bf839,02d3876c-8ba0-4a7e-b749-be5fa1897169,ALLY
bcb5832b-d2f2-4ef3-9f64-11f99a13bde9,02d3876c-8ba0-4a7e-b749-be5fa1897169,ALLY
cef01eb5-7abd-4301-9377-57dbf508700c,02d3876c-8ba0-4a7e-b749-be5fa1897169,RELATIVE
36d64e25-fb8b-4307-94c2-7f44b27a24e2,607c0044-40d0-447d-85f6-5022293736d0,ALLY
5e208f97-0faf-4965-9ff0-a301a492473e,841a29b8-ccba-4c57-9d0d-a8a163123859,ENEMY
90b5dc02-8256-40a5-bb89-8fd303648011,841a29b8-ccba-4c57-9d0d-a8a163123859,ENEMY
482cf9d9-4c6b-4af2-a3b3-8fb8b8d5f39f,841a29b8-ccba-4c57-9d0d-a8a163123859,ENEMY
f28d4a08-d9a0-4f6c-91c7-cc4acc346cd4,841a29b8-ccba-4c57-9d0d-a8a163123859,ENEMY
90b5dc02-8256-40a5-bb89-8fd303648011,43ebaa36-b8bf-4f84-9e37-c42377489522,ALLY
5c0891e5-c8e2-4a20-90c5-f21ace376001,43ebaa36-b8bf-4f84-9e37-c42377489522,ENEMY
16239a1e-a119-4f7b-9fdb-ee9d1178d779,48e3455d-c108-46b4-87d2-885426266aa8,ALLY
43ebaa36-b8bf-4f84-9e37-c42377489522,48e3455d-c108-46b4-87d2-885426266aa8,ALLY
a0a7452d-e210-49e2-a195-1332e0a140a7,48e3455d-c108-46b4-87d2-885426266aa8,ENEMY
c1897cfa-41de-4a88-be0c-a5ba965bf839,59714f4a-a72c-40fe-be3b-0d79eb4ae19d,ENEMY
8216ce1c-0dde-474c-9c1a-57201939078c,457d73a9-77c2-4a77-b145-4191643aedfe,RELATIVE
4d7a7eee-5da7-4d4e-9dc2-d8dca18da46b,457d73a9-77c2-4a77-b145-4191643aedfe,RELATIVE
ac75b839-5c59-47f5-a75d-313b87c61925,7f2c9491-876d-4335-9963-d99a1d33b886,ALLY
a0c2db0e-f565-4953-969e-ca11493c92d8,04290c46-731d-4afb-ba0c-aa5cf5ed2be5,ALLY
0d4673bd-843e-4ef6-91c3-6e46c8b506df,04290c46-731d-4afb-ba0c-aa5cf5ed2be5,ALLY
84888a4c-38a6-4c15-9ae5-e807934bf0a1,04290c46-731d-4afb-ba0c-aa5cf5ed2be5,ALLY
c1897cfa-41de-4a88-be0c-a5ba965bf839,04290c46-731d-4afb-ba0c-aa5cf5ed2be5,ALLY
e8512c52-8f5d-429e-b9d3-80040f2f36df,04290c46-731d-4afb-ba0c-aa5cf5ed2be5,RELATIVE
e8a83f57-6717-403f-84e9-56ecded817c7,04290c46-731d-4afb-ba0c-aa5cf5ed2be5,RELATIVE
28015751-dea1-4478-99f1-98d98d721113,04290c46-731d-4afb-ba0c-aa5cf5ed2be5,RELATIVE
0d4673bd-843e-4ef6-91c3-6e46c8b506df,04290c46-731d-4afb-ba0c-aa5cf5ed2be5,RELATIVE
84888a4c-38a6-4c15-9ae5-e807934bf0a1,04290c46-731d-4afb-ba0c-aa5cf5ed2be5,RELATIVE
ac75b839-5c59-47f5-a75d-313b87c61925,50a78f57-d806-4479-9871-d616cf1a5f3d,ALLY
c1897cfa-41de-4a88-be0c-a5ba965bf839,50a78f57-d806-4479-9871-d616cf1a5f3d,ALLY
5adb38ae-41fc-420a-b555-f446669401c8,50a78f57-d806-4479-9871-d616cf1a5f3d,ALLY
920ee492-02a7-48ad-b5e4-3f8b76071e78,50a78f57-d806-4479-9871-d616cf1a5f3d,ALLY
5adb38ae-41fc-420a-b555-f446669401c8,50a78f57-d806-4479-9871-d616cf1a5f3d,RELATIVE
c1897cfa-41de-4a88-be0c-a5ba965bf839,50a78f57-d806-4479-9871-d616cf1a5f3d,RELATIVE
920ee492-02a7-48ad-b5e4-3f8b76071e78,c1897cfa-41de-4a88-be0c-a5ba965bf839,ALLY
5adb38ae-41fc-420a-b555-f446669401c8,c1897cfa-41de-4a88-be0c-a5ba965bf839,ALLY
50a78f57-d806-4479-9871-d616cf1a5f3d,c1897cfa-41de-4a88-be0c-a5ba965bf839,ALLY
5adb38ae-41fc-420a-b555-f446669401c8,c1897cfa-41de-4a88-be0c-a5ba965bf839,RELATIVE
